Using device cuda
Entropy of n_nodes: H[N] -2.475700616836548
Autoencoder models are _not_ conditioned on time.
alphas2 [9.9999e-01 9.9900e-01 9.9800e-01 ... 2.0000e-03 1.0000e-03 1.0000e-05]
gamma [-11.51291546  -6.90675478  -6.2126061  ...   6.2126061    6.90675478
  11.51291546]
Epoch: 0, iter: 0/1563, Loss 4.56, NLL: 4.56, RegTerm: 0.0, GradNorm: 115.2
Epoch: 0, iter: 20/1563, Loss 3.32, NLL: 3.32, RegTerm: 0.0, GradNorm: 17.8
Epoch: 0, iter: 21/1563, Loss 3.40, NLL: 3.40, RegTerm: 0.0, GradNorm: 15.6
Epoch: 0, iter: 22/1563, Loss 3.24, NLL: 3.24, RegTerm: 0.0, GradNorm: 17.1
Epoch: 0, iter: 23/1563, Loss 3.28, NLL: 3.28, RegTerm: 0.0, GradNorm: 10.3
Epoch: 0, iter: 24/1563, Loss 3.22, NLL: 3.22, RegTerm: 0.0, GradNorm: 7.6
Epoch: 0, iter: 25/1563, Loss 3.25, NLL: 3.25, RegTerm: 0.0, GradNorm: 7.5
Epoch: 0, iter: 26/1563, Loss 3.19, NLL: 3.19, RegTerm: 0.0, GradNorm: 6.2
Epoch: 0, iter: 27/1563, Loss 3.49, NLL: 3.49, RegTerm: 0.0, GradNorm: 15.0
Epoch: 0, iter: 28/1563, Loss 3.21, NLL: 3.21, RegTerm: 0.0, GradNorm: 6.0
Epoch: 0, iter: 29/1563, Loss 3.16, NLL: 3.16, RegTerm: 0.0, GradNorm: 9.5
Epoch: 0, iter: 30/1563, Loss 3.31, NLL: 3.31, RegTerm: 0.0, GradNorm: 7.3
Epoch: 0, iter: 31/1563, Loss 3.24, NLL: 3.24, RegTerm: 0.0, GradNorm: 8.0
Epoch: 0, iter: 32/1563, Loss 3.19, NLL: 3.19, RegTerm: 0.0, GradNorm: 6.3
Epoch: 0, iter: 33/1563, Loss 3.23, NLL: 3.23, RegTerm: 0.0, GradNorm: 4.5
Epoch: 0, iter: 34/1563, Loss 3.27, NLL: 3.27, RegTerm: 0.0, GradNorm: 4.8
Epoch: 0, iter: 35/1563, Loss 3.32, NLL: 3.32, RegTerm: 0.0, GradNorm: 4.4
Epoch: 0, iter: 36/1563, Loss 3.18, NLL: 3.18, RegTerm: 0.0, GradNorm: 5.4
Epoch: 0, iter: 37/1563, Loss 3.16, NLL: 3.16, RegTerm: 0.0, GradNorm: 9.8
Epoch: 0, iter: 38/1563, Loss 3.22, NLL: 3.22, RegTerm: 0.0, GradNorm: 4.8
Epoch: 0, iter: 39/1563, Loss 3.15, NLL: 3.15, RegTerm: 0.0, GradNorm: 5.6
Epoch: 0, iter: 40/1563, Loss 3.25, NLL: 3.25, RegTerm: 0.0, GradNorm: 2.7
Epoch: 0, iter: 41/1563, Loss 3.10, NLL: 3.10, RegTerm: 0.0, GradNorm: 5.4
Epoch: 0, iter: 42/1563, Loss 3.16, NLL: 3.16, RegTerm: 0.0, GradNorm: 7.0
Epoch: 0, iter: 43/1563, Loss 3.16, NLL: 3.16, RegTerm: 0.0, GradNorm: 5.5
Epoch: 0, iter: 44/1563, Loss 3.42, NLL: 3.42, RegTerm: 0.0, GradNorm: 5.3
Epoch: 0, iter: 45/1563, Loss 3.06, NLL: 3.06, RegTerm: 0.0, GradNorm: 6.1
Epoch: 0, iter: 46/1563, Loss 2.96, NLL: 2.96, RegTerm: 0.0, GradNorm: 7.0
Epoch: 0, iter: 47/1563, Loss 2.94, NLL: 2.94, RegTerm: 0.0, GradNorm: 3.4
Epoch: 0, iter: 48/1563, Loss 3.08, NLL: 3.08, RegTerm: 0.0, GradNorm: 10.4
Epoch: 0, iter: 49/1563, Loss 3.04, NLL: 3.04, RegTerm: 0.0, GradNorm: 7.6
Epoch: 0, iter: 50/1563, Loss 2.99, NLL: 2.99, RegTerm: 0.0, GradNorm: 4.9
Epoch: 0, iter: 51/1563, Loss 3.18, NLL: 3.18, RegTerm: 0.0, GradNorm: 12.5
Epoch: 0, iter: 52/1563, Loss 2.97, NLL: 2.97, RegTerm: 0.0, GradNorm: 9.1
Epoch: 0, iter: 53/1563, Loss 2.90, NLL: 2.90, RegTerm: 0.0, GradNorm: 44.5
Epoch: 0, iter: 54/1563, Loss 3.12, NLL: 3.12, RegTerm: 0.0, GradNorm: 55.3
Clipped gradient with value 163.9 while allowed 77.6
Epoch: 0, iter: 55/1563, Loss 2.91, NLL: 2.91, RegTerm: 0.0, GradNorm: 163.9
Epoch: 0, iter: 56/1563, Loss 2.87, NLL: 2.87, RegTerm: 0.0, GradNorm: 60.7
Epoch: 0, iter: 57/1563, Loss 2.91, NLL: 2.91, RegTerm: 0.0, GradNorm: 36.4
Epoch: 0, iter: 58/1563, Loss 2.90, NLL: 2.90, RegTerm: 0.0, GradNorm: 31.3
Clipped gradient with value 129.7 while allowed 70.7
Epoch: 0, iter: 59/1563, Loss 2.97, NLL: 2.97, RegTerm: 0.0, GradNorm: 129.7
Epoch: 0, iter: 60/1563, Loss 2.99, NLL: 2.99, RegTerm: 0.0, GradNorm: 33.5
Epoch: 0, iter: 61/1563, Loss 2.78, NLL: 2.78, RegTerm: 0.0, GradNorm: 5.7
Epoch: 0, iter: 62/1563, Loss 2.93, NLL: 2.93, RegTerm: 0.0, GradNorm: 24.5
Epoch: 0, iter: 63/1563, Loss 2.78, NLL: 2.78, RegTerm: 0.0, GradNorm: 10.0
Epoch: 0, iter: 64/1563, Loss 2.79, NLL: 2.79, RegTerm: 0.0, GradNorm: 40.4
Epoch: 0, iter: 65/1563, Loss 2.90, NLL: 2.90, RegTerm: 0.0, GradNorm: 14.4
Epoch: 0, iter: 66/1563, Loss 2.75, NLL: 2.75, RegTerm: 0.0, GradNorm: 7.7
Epoch: 0, iter: 67/1563, Loss 2.76, NLL: 2.76, RegTerm: 0.0, GradNorm: 12.8
Epoch: 0, iter: 68/1563, Loss 2.95, NLL: 2.95, RegTerm: 0.0, GradNorm: 6.7
Epoch: 0, iter: 69/1563, Loss 2.76, NLL: 2.76, RegTerm: 0.0, GradNorm: 9.3
Epoch: 0, iter: 70/1563, Loss 2.74, NLL: 2.74, RegTerm: 0.0, GradNorm: 12.1
Epoch: 0, iter: 71/1563, Loss 2.99, NLL: 2.99, RegTerm: 0.0, GradNorm: 4.9
Epoch: 0, iter: 72/1563, Loss 2.77, NLL: 2.77, RegTerm: 0.0, GradNorm: 6.3
Clipped gradient with value 172.4 while allowed 59.0
Epoch: 0, iter: 73/1563, Loss 2.93, NLL: 2.93, RegTerm: 0.0, GradNorm: 172.4
Epoch: 0, iter: 74/1563, Loss 2.87, NLL: 2.87, RegTerm: 0.0, GradNorm: 40.9
Clipped gradient with value 140.5 while allowed 64.0
Epoch: 0, iter: 75/1563, Loss 2.83, NLL: 2.83, RegTerm: 0.0, GradNorm: 140.5
Epoch: 0, iter: 76/1563, Loss 2.66, NLL: 2.66, RegTerm: 0.0, GradNorm: 15.0
Epoch: 0, iter: 77/1563, Loss 2.98, NLL: 2.98, RegTerm: 0.0, GradNorm: 26.3
Epoch: 0, iter: 78/1563, Loss 2.65, NLL: 2.65, RegTerm: 0.0, GradNorm: 4.6
Clipped gradient with value 103.1 while allowed 68.2
Epoch: 0, iter: 79/1563, Loss 2.81, NLL: 2.81, RegTerm: 0.0, GradNorm: 103.1
Epoch: 0, iter: 80/1563, Loss 2.72, NLL: 2.72, RegTerm: 0.0, GradNorm: 5.0
Epoch: 0, iter: 81/1563, Loss 2.94, NLL: 2.94, RegTerm: 0.0, GradNorm: 5.9
Epoch: 0, iter: 82/1563, Loss 2.63, NLL: 2.63, RegTerm: 0.0, GradNorm: 5.6
Epoch: 0, iter: 83/1563, Loss 2.92, NLL: 2.92, RegTerm: 0.0, GradNorm: 6.5
Epoch: 0, iter: 84/1563, Loss 2.83, NLL: 2.83, RegTerm: 0.0, GradNorm: 2.2
Epoch: 0, iter: 85/1563, Loss 2.72, NLL: 2.72, RegTerm: 0.0, GradNorm: 7.8
Epoch: 0, iter: 86/1563, Loss 2.70, NLL: 2.70, RegTerm: 0.0, GradNorm: 5.5
Epoch: 0, iter: 87/1563, Loss 2.63, NLL: 2.63, RegTerm: 0.0, GradNorm: 4.1
Epoch: 0, iter: 88/1563, Loss 2.69, NLL: 2.69, RegTerm: 0.0, GradNorm: 4.7
Epoch: 0, iter: 89/1563, Loss 2.67, NLL: 2.67, RegTerm: 0.0, GradNorm: 2.1
Epoch: 0, iter: 90/1563, Loss 2.94, NLL: 2.94, RegTerm: 0.0, GradNorm: 4.1
Epoch: 0, iter: 91/1563, Loss 2.75, NLL: 2.75, RegTerm: 0.0, GradNorm: 2.3
Epoch: 0, iter: 92/1563, Loss 2.66, NLL: 2.66, RegTerm: 0.0, GradNorm: 3.0
Epoch: 0, iter: 93/1563, Loss 2.79, NLL: 2.79, RegTerm: 0.0, GradNorm: 2.4
Epoch: 0, iter: 94/1563, Loss 2.91, NLL: 2.91, RegTerm: 0.0, GradNorm: 4.4
Epoch: 0, iter: 95/1563, Loss 2.77, NLL: 2.77, RegTerm: 0.0, GradNorm: 2.2
Epoch: 0, iter: 96/1563, Loss 2.76, NLL: 2.76, RegTerm: 0.0, GradNorm: 2.4
Epoch: 0, iter: 97/1563, Loss 2.79, NLL: 2.79, RegTerm: 0.0, GradNorm: 2.4
Epoch: 0, iter: 98/1563, Loss 3.02, NLL: 3.02, RegTerm: 0.0, GradNorm: 3.6
Epoch: 0, iter: 99/1563, Loss 2.68, NLL: 2.68, RegTerm: 0.0, GradNorm: 2.8
Epoch: 0, iter: 100/1563, Loss 2.78, NLL: 2.78, RegTerm: 0.0, GradNorm: 2.0
Epoch: 0, iter: 101/1563, Loss 2.76, NLL: 2.76, RegTerm: 0.0, GradNorm: 1.7
Epoch: 0, iter: 102/1563, Loss 2.88, NLL: 2.88, RegTerm: 0.0, GradNorm: 2.0
Epoch: 0, iter: 103/1563, Loss 2.76, NLL: 2.76, RegTerm: 0.0, GradNorm: 3.5
Epoch: 0, iter: 104/1563, Loss 2.86, NLL: 2.86, RegTerm: 0.0, GradNorm: 1.8
Epoch: 0, iter: 105/1563, Loss 2.71, NLL: 2.71, RegTerm: 0.0, GradNorm: 1.2
Epoch: 0, iter: 106/1563, Loss 2.61, NLL: 2.61, RegTerm: 0.0, GradNorm: 1.3
Epoch: 0, iter: 107/1563, Loss 2.85, NLL: 2.85, RegTerm: 0.0, GradNorm: 2.8
Epoch: 0, iter: 108/1563, Loss 2.72, NLL: 2.72, RegTerm: 0.0, GradNorm: 1.9
Epoch: 0, iter: 109/1563, Loss 2.69, NLL: 2.69, RegTerm: 0.0, GradNorm: 2.8
Epoch: 0, iter: 110/1563, Loss 2.73, NLL: 2.73, RegTerm: 0.0, GradNorm: 3.7
Epoch: 0, iter: 111/1563, Loss 2.57, NLL: 2.57, RegTerm: 0.0, GradNorm: 3.2
Epoch: 0, iter: 112/1563, Loss 2.67, NLL: 2.67, RegTerm: 0.0, GradNorm: 1.8
Epoch: 0, iter: 113/1563, Loss 2.64, NLL: 2.64, RegTerm: 0.0, GradNorm: 3.1
Epoch: 0, iter: 114/1563, Loss 2.73, NLL: 2.73, RegTerm: 0.0, GradNorm: 3.5
Epoch: 0, iter: 115/1563, Loss 2.74, NLL: 2.74, RegTerm: 0.0, GradNorm: 3.2
Epoch: 0, iter: 116/1563, Loss 2.59, NLL: 2.59, RegTerm: 0.0, GradNorm: 2.6
Epoch: 0, iter: 117/1563, Loss 2.83, NLL: 2.83, RegTerm: 0.0, GradNorm: 5.4
Epoch: 0, iter: 118/1563, Loss 2.70, NLL: 2.70, RegTerm: 0.0, GradNorm: 1.6
Epoch: 0, iter: 119/1563, Loss 2.72, NLL: 2.72, RegTerm: 0.0, GradNorm: 1.6
Epoch: 0, iter: 120/1563, Loss 2.77, NLL: 2.77, RegTerm: 0.0, GradNorm: 1.8
Epoch: 0, iter: 121/1563, Loss 2.95, NLL: 2.95, RegTerm: 0.0, GradNorm: 3.0
Epoch: 0, iter: 122/1563, Loss 2.70, NLL: 2.70, RegTerm: 0.0, GradNorm: 3.3
Epoch: 0, iter: 123/1563, Loss 2.66, NLL: 2.66, RegTerm: 0.0, GradNorm: 3.0
Epoch: 0, iter: 124/1563, Loss 2.90, NLL: 2.90, RegTerm: 0.0, GradNorm: 2.3
Epoch: 0, iter: 125/1563, Loss 2.96, NLL: 2.96, RegTerm: 0.0, GradNorm: 1.2
Epoch: 0, iter: 126/1563, Loss 2.76, NLL: 2.76, RegTerm: 0.0, GradNorm: 3.1
Epoch: 0, iter: 127/1563, Loss 2.80, NLL: 2.80, RegTerm: 0.0, GradNorm: 2.5
Epoch: 0, iter: 128/1563, Loss 2.66, NLL: 2.66, RegTerm: 0.0, GradNorm: 2.3
Epoch: 0, iter: 129/1563, Loss 2.66, NLL: 2.66, RegTerm: 0.0, GradNorm: 2.4
Epoch: 0, iter: 130/1563, Loss 2.76, NLL: 2.76, RegTerm: 0.0, GradNorm: 3.2
Epoch: 0, iter: 131/1563, Loss 2.51, NLL: 2.51, RegTerm: 0.0, GradNorm: 2.7
Epoch: 0, iter: 132/1563, Loss 2.89, NLL: 2.89, RegTerm: 0.0, GradNorm: 2.6
Epoch: 0, iter: 133/1563, Loss 2.82, NLL: 2.82, RegTerm: 0.0, GradNorm: 4.3
Epoch: 0, iter: 134/1563, Loss 2.68, NLL: 2.68, RegTerm: 0.0, GradNorm: 3.5
Epoch: 0, iter: 135/1563, Loss 2.59, NLL: 2.59, RegTerm: 0.0, GradNorm: 6.4
Epoch: 0, iter: 136/1563, Loss 2.63, NLL: 2.63, RegTerm: 0.0, GradNorm: 2.4
Epoch: 0, iter: 137/1563, Loss 2.69, NLL: 2.69, RegTerm: 0.0, GradNorm: 5.2
Epoch: 0, iter: 138/1563, Loss 2.62, NLL: 2.62, RegTerm: 0.0, GradNorm: 4.7
Epoch: 0, iter: 139/1563, Loss 2.70, NLL: 2.70, RegTerm: 0.0, GradNorm: 1.5
Epoch: 0, iter: 140/1563, Loss 2.65, NLL: 2.65, RegTerm: 0.0, GradNorm: 3.2
Epoch: 0, iter: 141/1563, Loss 2.66, NLL: 2.66, RegTerm: 0.0, GradNorm: 2.8
Epoch: 0, iter: 142/1563, Loss 2.66, NLL: 2.66, RegTerm: 0.0, GradNorm: 2.8
Epoch: 0, iter: 143/1563, Loss 2.57, NLL: 2.57, RegTerm: 0.0, GradNorm: 1.9
Epoch: 0, iter: 144/1563, Loss 2.65, NLL: 2.65, RegTerm: 0.0, GradNorm: 3.0
Clipped gradient with value 55.5 while allowed 6.3
Epoch: 0, iter: 145/1563, Loss 2.92, NLL: 2.92, RegTerm: 0.0, GradNorm: 55.5
Epoch: 0, iter: 146/1563, Loss 2.71, NLL: 2.71, RegTerm: 0.0, GradNorm: 5.0
Clipped gradient with value 7.3 while allowed 6.8
Epoch: 0, iter: 147/1563, Loss 2.71, NLL: 2.71, RegTerm: 0.0, GradNorm: 7.3
Epoch: 0, iter: 148/1563, Loss 2.69, NLL: 2.69, RegTerm: 0.0, GradNorm: 5.8
Epoch: 0, iter: 149/1563, Loss 2.85, NLL: 2.85, RegTerm: 0.0, GradNorm: 3.5
Epoch: 0, iter: 150/1563, Loss 2.72, NLL: 2.72, RegTerm: 0.0, GradNorm: 5.0
Epoch: 0, iter: 151/1563, Loss 2.79, NLL: 2.79, RegTerm: 0.0, GradNorm: 7.0
Epoch: 0, iter: 152/1563, Loss 2.71, NLL: 2.71, RegTerm: 0.0, GradNorm: 2.7
Clipped gradient with value 7.9 while allowed 7.8
Epoch: 0, iter: 153/1563, Loss 2.65, NLL: 2.65, RegTerm: 0.0, GradNorm: 7.9
Clipped gradient with value 44.5 while allowed 8.2
Epoch: 0, iter: 154/1563, Loss 2.82, NLL: 2.82, RegTerm: 0.0, GradNorm: 44.5
Clipped gradient with value 13.7 while allowed 8.6
Epoch: 0, iter: 155/1563, Loss 2.79, NLL: 2.79, RegTerm: 0.0, GradNorm: 13.7
Epoch: 0, iter: 156/1563, Loss 2.78, NLL: 2.78, RegTerm: 0.0, GradNorm: 6.8
Epoch: 0, iter: 157/1563, Loss 2.74, NLL: 2.74, RegTerm: 0.0, GradNorm: 6.5
Epoch: 0, iter: 158/1563, Loss 2.67, NLL: 2.67, RegTerm: 0.0, GradNorm: 6.3
Epoch: 0, iter: 159/1563, Loss 2.61, NLL: 2.61, RegTerm: 0.0, GradNorm: 4.3
Epoch: 0, iter: 160/1563, Loss 2.76, NLL: 2.76, RegTerm: 0.0, GradNorm: 6.5
Epoch: 0, iter: 161/1563, Loss 2.61, NLL: 2.61, RegTerm: 0.0, GradNorm: 3.5
Epoch: 0, iter: 162/1563, Loss 2.78, NLL: 2.78, RegTerm: 0.0, GradNorm: 6.1
Epoch: 0, iter: 163/1563, Loss 2.91, NLL: 2.91, RegTerm: 0.0, GradNorm: 2.8
Clipped gradient with value 13.4 while allowed 9.9
Epoch: 0, iter: 164/1563, Loss 2.87, NLL: 2.87, RegTerm: 0.0, GradNorm: 13.4
Epoch: 0, iter: 165/1563, Loss 2.67, NLL: 2.67, RegTerm: 0.0, GradNorm: 3.9
Epoch: 0, iter: 166/1563, Loss 2.66, NLL: 2.66, RegTerm: 0.0, GradNorm: 5.3
Epoch: 0, iter: 167/1563, Loss 2.70, NLL: 2.70, RegTerm: 0.0, GradNorm: 3.8
Epoch: 0, iter: 168/1563, Loss 2.93, NLL: 2.93, RegTerm: 0.0, GradNorm: 3.3
Epoch: 0, iter: 169/1563, Loss 2.87, NLL: 2.87, RegTerm: 0.0, GradNorm: 4.7
Epoch: 0, iter: 170/1563, Loss 2.55, NLL: 2.55, RegTerm: 0.0, GradNorm: 2.3
Epoch: 0, iter: 171/1563, Loss 2.82, NLL: 2.82, RegTerm: 0.0, GradNorm: 6.3
Epoch: 0, iter: 172/1563, Loss 2.62, NLL: 2.62, RegTerm: 0.0, GradNorm: 3.8
Epoch: 0, iter: 173/1563, Loss 2.72, NLL: 2.72, RegTerm: 0.0, GradNorm: 4.4
Epoch: 0, iter: 174/1563, Loss 2.70, NLL: 2.70, RegTerm: 0.0, GradNorm: 7.8
Epoch: 0, iter: 175/1563, Loss 2.65, NLL: 2.65, RegTerm: 0.0, GradNorm: 4.2
Epoch: 0, iter: 176/1563, Loss 2.71, NLL: 2.71, RegTerm: 0.0, GradNorm: 2.7
Epoch: 0, iter: 177/1563, Loss 2.82, NLL: 2.82, RegTerm: 0.0, GradNorm: 6.8
Epoch: 0, iter: 178/1563, Loss 2.56, NLL: 2.56, RegTerm: 0.0, GradNorm: 6.6
Epoch: 0, iter: 179/1563, Loss 2.59, NLL: 2.59, RegTerm: 0.0, GradNorm: 3.7
Epoch: 0, iter: 180/1563, Loss 2.86, NLL: 2.86, RegTerm: 0.0, GradNorm: 5.1
Epoch: 0, iter: 181/1563, Loss 2.57, NLL: 2.57, RegTerm: 0.0, GradNorm: 4.3
Epoch: 0, iter: 182/1563, Loss 2.69, NLL: 2.69, RegTerm: 0.0, GradNorm: 4.4
Epoch: 0, iter: 183/1563, Loss 2.77, NLL: 2.77, RegTerm: 0.0, GradNorm: 5.9
Epoch: 0, iter: 184/1563, Loss 2.76, NLL: 2.76, RegTerm: 0.0, GradNorm: 4.3
Epoch: 0, iter: 185/1563, Loss 2.54, NLL: 2.54, RegTerm: 0.0, GradNorm: 1.9
Epoch: 0, iter: 186/1563, Loss 2.82, NLL: 2.82, RegTerm: 0.0, GradNorm: 3.3
Epoch: 0, iter: 187/1563, Loss 2.76, NLL: 2.76, RegTerm: 0.0, GradNorm: 3.4
Epoch: 0, iter: 188/1563, Loss 2.68, NLL: 2.68, RegTerm: 0.0, GradNorm: 1.9
Epoch: 0, iter: 189/1563, Loss 2.70, NLL: 2.70, RegTerm: 0.0, GradNorm: 3.4
Epoch: 0, iter: 190/1563, Loss 2.82, NLL: 2.82, RegTerm: 0.0, GradNorm: 2.2
Epoch: 0, iter: 191/1563, Loss 2.89, NLL: 2.89, RegTerm: 0.0, GradNorm: 2.2
Epoch: 0, iter: 192/1563, Loss 2.68, NLL: 2.68, RegTerm: 0.0, GradNorm: 2.9
Epoch: 0, iter: 193/1563, Loss 2.71, NLL: 2.71, RegTerm: 0.0, GradNorm: 1.8
Epoch: 0, iter: 194/1563, Loss 2.68, NLL: 2.68, RegTerm: 0.0, GradNorm: 2.9
Epoch: 0, iter: 195/1563, Loss 2.64, NLL: 2.64, RegTerm: 0.0, GradNorm: 2.0
Epoch: 0, iter: 196/1563, Loss 2.67, NLL: 2.67, RegTerm: 0.0, GradNorm: 2.2
Epoch: 0, iter: 197/1563, Loss 2.90, NLL: 2.90, RegTerm: 0.0, GradNorm: 4.7
Epoch: 0, iter: 198/1563, Loss 2.93, NLL: 2.93, RegTerm: 0.0, GradNorm: 3.1
Epoch: 0, iter: 199/1563, Loss 2.67, NLL: 2.67, RegTerm: 0.0, GradNorm: 3.3
Epoch: 0, iter: 200/1563, Loss 2.73, NLL: 2.73, RegTerm: 0.0, GradNorm: 3.6
Epoch: 0, iter: 201/1563, Loss 2.63, NLL: 2.63, RegTerm: 0.0, GradNorm: 4.5
Epoch: 0, iter: 202/1563, Loss 2.65, NLL: 2.65, RegTerm: 0.0, GradNorm: 2.4
Epoch: 0, iter: 203/1563, Loss 2.71, NLL: 2.71, RegTerm: 0.0, GradNorm: 2.7
Epoch: 0, iter: 204/1563, Loss 2.58, NLL: 2.58, RegTerm: 0.0, GradNorm: 3.5
Epoch: 0, iter: 205/1563, Loss 2.70, NLL: 2.70, RegTerm: 0.0, GradNorm: 2.0
Epoch: 0, iter: 206/1563, Loss 2.70, NLL: 2.70, RegTerm: 0.0, GradNorm: 4.1
Epoch: 0, iter: 207/1563, Loss 2.78, NLL: 2.78, RegTerm: 0.0, GradNorm: 5.4
Epoch: 0, iter: 208/1563, Loss 2.58, NLL: 2.58, RegTerm: 0.0, GradNorm: 1.8
Epoch: 0, iter: 209/1563, Loss 2.66, NLL: 2.66, RegTerm: 0.0, GradNorm: 6.2
Epoch: 0, iter: 210/1563, Loss 2.84, NLL: 2.84, RegTerm: 0.0, GradNorm: 5.5
Epoch: 0, iter: 211/1563, Loss 2.67, NLL: 2.67, RegTerm: 0.0, GradNorm: 1.8
Clipped gradient with value 9.7 while allowed 9.4
Epoch: 0, iter: 212/1563, Loss 2.63, NLL: 2.63, RegTerm: 0.0, GradNorm: 9.7
Epoch: 0, iter: 213/1563, Loss 2.71, NLL: 2.71, RegTerm: 0.0, GradNorm: 2.9
Epoch: 0, iter: 214/1563, Loss 2.73, NLL: 2.73, RegTerm: 0.0, GradNorm: 2.3
Epoch: 0, iter: 215/1563, Loss 2.57, NLL: 2.57, RegTerm: 0.0, GradNorm: 3.2
Epoch: 0, iter: 216/1563, Loss 2.68, NLL: 2.68, RegTerm: 0.0, GradNorm: 2.3
Epoch: 0, iter: 217/1563, Loss 2.66, NLL: 2.66, RegTerm: 0.0, GradNorm: 0.9
Epoch: 0, iter: 218/1563, Loss 2.68, NLL: 2.68, RegTerm: 0.0, GradNorm: 6.0
Epoch: 0, iter: 219/1563, Loss 2.69, NLL: 2.69, RegTerm: 0.0, GradNorm: 1.2
Epoch: 0, iter: 220/1563, Loss 2.78, NLL: 2.78, RegTerm: 0.0, GradNorm: 1.6
Epoch: 0, iter: 221/1563, Loss 2.70, NLL: 2.70, RegTerm: 0.0, GradNorm: 6.0
Epoch: 0, iter: 222/1563, Loss 2.71, NLL: 2.71, RegTerm: 0.0, GradNorm: 0.8
Epoch: 0, iter: 223/1563, Loss 2.59, NLL: 2.59, RegTerm: 0.0, GradNorm: 2.1
Epoch: 0, iter: 224/1563, Loss 2.58, NLL: 2.58, RegTerm: 0.0, GradNorm: 2.6
Epoch: 0, iter: 225/1563, Loss 2.73, NLL: 2.73, RegTerm: 0.0, GradNorm: 1.5
Epoch: 0, iter: 226/1563, Loss 2.57, NLL: 2.57, RegTerm: 0.0, GradNorm: 2.3
Epoch: 0, iter: 227/1563, Loss 2.76, NLL: 2.76, RegTerm: 0.0, GradNorm: 5.1
Epoch: 0, iter: 228/1563, Loss 2.83, NLL: 2.83, RegTerm: 0.0, GradNorm: 1.3
Epoch: 0, iter: 229/1563, Loss 2.67, NLL: 2.67, RegTerm: 0.0, GradNorm: 2.4
Epoch: 0, iter: 230/1563, Loss 2.58, NLL: 2.58, RegTerm: 0.0, GradNorm: 2.7
Epoch: 0, iter: 231/1563, Loss 2.66, NLL: 2.66, RegTerm: 0.0, GradNorm: 2.2
Epoch: 0, iter: 232/1563, Loss 2.60, NLL: 2.60, RegTerm: 0.0, GradNorm: 2.9
Epoch: 0, iter: 233/1563, Loss 2.67, NLL: 2.67, RegTerm: 0.0, GradNorm: 1.6
Epoch: 0, iter: 234/1563, Loss 2.64, NLL: 2.64, RegTerm: 0.0, GradNorm: 1.1
Epoch: 0, iter: 235/1563, Loss 2.62, NLL: 2.62, RegTerm: 0.0, GradNorm: 2.4
Epoch: 0, iter: 236/1563, Loss 2.78, NLL: 2.78, RegTerm: 0.0, GradNorm: 3.2
Epoch: 0, iter: 237/1563, Loss 2.65, NLL: 2.65, RegTerm: 0.0, GradNorm: 2.1
